time,P,poa_direct,poa_sky_diffuse,poa_ground_diffuse,solar_elevation,temp_air,wind_speed,Int
2019-01-01 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.63,5.1,0
2019-01-01 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.64,5.1,0
2019-01-01 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.76,5.66,0
2019-01-01 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.96,5.86,0
2019-01-01 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.11,5.86,0
2019-01-01 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.21,6.21,0
2019-01-01 06:10:00+00:00,15660.0,3.95,26.57,0.39,5.62,5.41,6.28,0
2019-01-01 07:10:00+00:00,149140.0,66.58,114.62,1.82,13.91,5.06,5.93,0
2019-01-01 08:10:00+00:00,316950.0,177.71,184.87,3.32,20.43,5.6,6.07,0
2019-01-01 09:10:00+00:00,433510.0,269.16,222.11,4.37,24.61,6.06,6.69,0
2019-01-01 10:10:00+00:00,181200.0,30.27,186.32,2.81,25.98,6.46,7.38,0
2019-01-01 11:10:00+00:00,273420.0,108.02,207.9,3.43,24.35,6.79,7.93,0
2019-01-01 12:10:00+00:00,139280.0,28.85,142.41,2.16,19.93,6.96,8.14,0
2019-01-01 13:10:00+00:00,251370.0,175.15,118.79,2.2,13.23,6.87,8.0,0
2019-01-01 14:10:00+00:00,12370.0,4.4,21.87,0.32,4.8,6.68,7.52,0
2019-01-01 15:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.36,7.17,0
2019-01-01 16:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.13,6.9,0
2019-01-01 17:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.96,6.62,0
2019-01-01 18:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.05,6.62,0
2019-01-01 19:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.62,5.52,0
2019-01-01 20:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.5,5.1,0
2019-01-01 21:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.43,4.9,0
2019-01-01 22:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.45,4.55,0
2019-01-01 23:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.47,4.41,0
2019-01-02 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.45,4.28,0
2019-01-02 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.46,4.0,0
2019-01-02 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.41,4.07,0
2019-01-02 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.4,4.0,0
2019-01-02 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.24,3.86,0
2019-01-02 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.19,3.66,0
2019-01-02 06:10:00+00:00,40.0,0.0,5.6,0.08,5.62,5.3,3.38,0
2019-01-02 07:10:00+00:00,36180.0,0.0,55.95,0.8,13.93,5.98,4.0,0
2019-01-02 08:10:00+00:00,40850.0,0.0,61.55,0.88,20.47,6.26,4.41,0
2019-01-02 09:10:00+00:00,58500.0,0.0,82.07,1.18,24.68,6.39,4.76,0
2019-01-02 10:10:00+00:00,39990.0,0.0,60.62,0.87,26.07,6.61,4.76,0
2019-01-02 11:10:00+00:00,47900.0,0.0,69.94,1.0,24.45,6.72,4.34,0
2019-01-02 12:10:00+00:00,33700.0,0.0,53.16,0.76,20.05,6.78,4.0,0
2019-01-02 13:10:00+00:00,18730.0,0.0,34.51,0.5,13.36,6.82,4.07,0
2019-01-02 14:10:00+00:00,1230.0,0.0,8.39,0.12,4.93,6.64,3.79,0
2019-01-02 15:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.4,3.59,0
2019-01-02 16:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.22,3.59,0
2019-01-02 17:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.11,3.59,0
2019-01-02 18:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.05,3.66,0
2019-01-02 19:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.02,3.24,0
2019-01-02 20:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.81,3.17,0
2019-01-02 21:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.72,2.97,0
2019-01-02 22:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.74,2.83,0
2019-01-02 23:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.7,2.76,0
2019-01-03 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.59,2.83,0
2019-01-03 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.57,2.83,0
2019-01-03 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.54,3.1,0
2019-01-03 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.44,3.38,0
2019-01-03 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.33,3.52,0
2019-01-03 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.19,3.66,0
2019-01-03 06:10:00+00:00,6100.0,0.0,16.79,0.24,5.62,4.92,3.72,0
2019-01-03 07:10:00+00:00,36340.0,0.0,55.95,0.8,13.95,5.02,3.66,0
2019-01-03 08:10:00+00:00,131530.0,22.38,140.11,2.1,20.52,5.35,4.0,0
2019-01-03 09:10:00+00:00,158010.0,22.98,169.01,2.53,24.75,6.1,4.14,0
2019-01-03 10:10:00+00:00,36830.0,0.0,56.89,0.82,26.16,6.71,4.41,0
2019-01-03 11:10:00+00:00,169520.0,30.71,174.24,2.64,24.57,6.82,4.55,0
2019-01-03 12:10:00+00:00,71450.0,0.0,96.99,1.39,20.18,6.83,4.21,0
2019-01-03 13:10:00+00:00,13830.0,0.0,27.98,0.4,13.49,6.54,5.1,0
2019-01-03 14:10:00+00:00,6050.0,0.0,16.79,0.24,5.07,6.35,6.62,0
2019-01-03 15:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.03,7.52,0
2019-01-03 16:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.79,8.55,0
2019-01-03 17:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.62,9.24,0
2019-01-03 18:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.38,9.59,0
2019-01-03 19:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.62,9.45,0
2019-01-03 20:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.64,9.38,0
2019-01-03 21:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.79,9.03,0
2019-01-03 22:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.98,8.21,0
2019-01-03 23:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.14,6.41,0
2019-01-04 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.27,4.14,0
2019-01-04 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.06,0.76,0
2019-01-04 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.48,2.9,0
2019-01-04 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.68,7.79,0
2019-01-04 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.28,10.34,0
2019-01-04 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.21,11.45,0
2019-01-04 06:10:00+00:00,22200.0,7.82,30.86,0.46,5.63,2.19,9.66,0
2019-01-04 07:10:00+00:00,26660.0,0.0,43.83,0.63,13.98,2.81,8.28,0
2019-01-04 08:10:00+00:00,61250.0,0.0,83.93,1.21,20.57,2.92,7.38,0
2019-01-04 09:10:00+00:00,130020.0,7.64,151.33,2.21,24.83,2.94,7.1,0
2019-01-04 10:10:00+00:00,103480.0,0.0,130.56,1.88,26.26,3.09,6.76,0
2019-01-04 11:10:00+00:00,133670.0,9.57,153.53,2.25,24.69,3.2,6.69,0
2019-01-04 12:10:00+00:00,118110.0,14.27,132.05,1.96,20.31,3.35,6.41,0
2019-01-04 13:10:00+00:00,58590.0,4.77,76.3,1.11,13.63,3.27,6.07,0
2019-01-04 14:10:00+00:00,8680.0,0.0,20.52,0.29,5.21,3.18,5.86,0
2019-01-04 15:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.93,5.79,0
2019-01-04 16:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.84,6.14,0
2019-01-04 17:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.9,6.62,0
2019-01-04 18:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.03,6.9,0
2019-01-04 19:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.11,8.21,0
2019-01-04 20:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.1,8.62,0
2019-01-04 21:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.1,8.48,0
2019-01-04 22:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.1,8.48,0
2019-01-04 23:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.15,8.83,0
2019-01-05 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.26,9.03,0
2019-01-05 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.5,9.31,0
2019-01-05 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.6,9.31,0
2019-01-05 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.64,9.52,0
2019-01-05 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.59,9.45,0
2019-01-05 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.67,8.9,0
2019-01-05 06:10:00+00:00,2740.0,0.0,11.19,0.16,5.65,3.42,8.62,0
2019-01-05 07:10:00+00:00,28800.0,0.0,46.63,0.67,14.02,4.01,10.28,0
2019-01-05 08:10:00+00:00,38980.0,0.0,58.75,0.84,20.63,4.09,9.52,0
2019-01-05 09:10:00+00:00,44570.0,0.0,65.28,0.94,24.91,4.14,9.1,0
2019-01-05 10:10:00+00:00,64260.0,0.0,87.66,1.26,26.37,3.92,7.03,0
2019-01-05 11:10:00+00:00,18380.0,0.0,33.57,0.48,24.82,3.12,6.41,0
2019-01-05 12:10:00+00:00,18400.0,0.0,33.57,0.48,20.45,2.9,6.21,0
2019-01-05 13:10:00+00:00,6170.0,0.0,16.79,0.24,13.78,3.06,5.93,0
2019-01-05 14:10:00+00:00,3280.0,0.0,12.12,0.17,5.36,3.13,5.38,0
2019-01-05 15:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.03,5.03,0
2019-01-05 16:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.94,5.38,0
2019-01-05 17:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.91,5.72,0
2019-01-05 18:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.95,5.72,0
2019-01-05 19:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.02,5.93,0
2019-01-05 20:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.01,5.72,0
2019-01-05 21:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.11,5.66,0
2019-01-05 22:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.16,5.93,0
2019-01-05 23:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.1,5.72,0
2019-01-06 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.02,5.66,0
2019-01-06 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.77,5.86,0
2019-01-06 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.24,5.79,0
2019-01-06 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.14,5.72,0
2019-01-06 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.04,5.66,0
2019-01-06 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.07,5.52,0
2019-01-06 06:10:00+00:00,130800.0,119.89,46.76,0.86,5.67,2.32,5.24,0
2019-01-06 07:10:00+00:00,90660.0,21.1,95.32,1.43,14.06,2.97,6.0,0
2019-01-06 08:10:00+00:00,116530.0,12.11,132.58,1.96,20.7,3.28,5.72,0
2019-01-06 09:10:00+00:00,176510.0,30.41,178.87,2.71,25.0,3.4,5.38,0
2019-01-06 10:10:00+00:00,150630.0,13.09,169.03,2.49,26.49,3.71,4.76,0
2019-01-06 11:10:00+00:00,85800.0,0.0,111.91,1.61,24.95,4.01,3.72,0
2019-01-06 12:10:00+00:00,58240.0,0.0,81.13,1.17,20.6,4.17,3.24,0
2019-01-06 13:10:00+00:00,23410.0,0.0,40.1,0.58,13.93,4.14,3.17,0
2019-01-06 14:10:00+00:00,2730.0,0.0,11.19,0.16,5.51,3.81,3.17,0
2019-01-06 15:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.28,2.97,0
2019-01-06 16:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.7,2.76,0
2019-01-06 17:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.34,2.69,0
2019-01-06 18:10:00+00:00,0.0,0.0,0.0,0.0,0.0,2.03,2.97,0
2019-01-06 19:10:00+00:00,0.0,0.0,0.0,0.0,0.0,1.53,3.52,0
2019-01-06 20:10:00+00:00,0.0,0.0,0.0,0.0,0.0,1.39,3.66,0
2019-01-06 21:10:00+00:00,0.0,0.0,0.0,0.0,0.0,1.27,4.0,0
2019-01-06 22:10:00+00:00,0.0,0.0,0.0,0.0,0.0,1.24,4.41,0
2019-01-06 23:10:00+00:00,0.0,0.0,0.0,0.0,0.0,1.13,4.34,0
2019-01-07 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.95,5.03,0
2019-01-07 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.86,5.59,0
2019-01-07 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.93,5.93,0
2019-01-07 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,1.04,6.07,0
2019-01-07 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.89,6.0,0
2019-01-07 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.95,6.07,0
2019-01-07 06:10:00+00:00,17390.0,3.84,28.44,0.42,5.7,1.06,6.0,0
2019-01-07 07:10:00+00:00,99140.0,25.69,99.09,1.5,14.11,1.24,6.14,0
2019-01-07 08:10:00+00:00,206300.0,68.42,170.31,2.71,20.77,1.55,6.0,0
2019-01-07 09:10:00+00:00,251520.0,79.61,207.69,3.32,25.1,1.9,5.86,0
2019-01-07 10:10:00+00:00,238070.0,61.51,212.25,3.32,26.61,2.34,5.72,0
2019-01-07 11:10:00+00:00,193890.0,39.81,187.29,2.87,25.09,2.7,5.59,0
2019-01-07 12:10:00+00:00,106170.0,8.05,125.31,1.84,20.75,2.95,5.52,0
2019-01-07 13:10:00+00:00,143770.0,60.78,113.14,1.8,14.08,2.94,5.59,0
2019-01-07 14:10:00+00:00,25380.0,11.57,31.34,0.47,5.67,2.52,5.66,0
2019-01-07 15:10:00+00:00,0.0,0.0,0.0,0.0,0.0,1.91,5.59,0
2019-01-07 16:10:00+00:00,0.0,0.0,0.0,0.0,0.0,1.31,6.0,0
2019-01-07 17:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.95,6.48,0
2019-01-07 18:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.95,6.62,0
2019-01-07 19:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.59,7.38,0
2019-01-07 20:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.66,7.24,0
2019-01-07 21:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.65,7.17,0
2019-01-07 22:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.58,6.9,0
2019-01-07 23:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.71,7.03,0
2019-01-08 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.75,7.1,0
2019-01-08 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.68,7.17,0
2019-01-08 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.57,7.31,0
2019-01-08 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.54,7.66,0
2019-01-08 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.41,7.79,0
2019-01-08 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.38,7.79,0
2019-01-08 06:10:00+00:00,64820.0,45.73,43.92,0.66,5.74,0.33,7.79,0
2019-01-08 07:10:00+00:00,326390.0,237.24,127.86,2.61,14.17,0.28,8.34,0
2019-01-08 08:10:00+00:00,295440.0,142.4,188.14,3.24,20.85,0.66,8.55,0
2019-01-08 09:10:00+00:00,220760.0,54.81,197.85,3.08,25.21,0.79,8.34,0
2019-01-08 10:10:00+00:00,384100.0,183.98,241.87,4.29,26.74,1.15,8.14,0
2019-01-08 11:10:00+00:00,358940.0,171.91,227.61,4.01,25.24,1.31,7.66,0
2019-01-08 12:10:00+00:00,284430.0,134.26,186.41,3.19,20.91,1.34,6.97,0
2019-01-08 13:10:00+00:00,362740.0,287.73,120.02,2.76,14.24,1.23,6.14,0
2019-01-08 14:10:00+00:00,68930.0,49.02,45.61,0.68,5.83,0.9,5.38,0
2019-01-08 15:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.52,4.41,0
2019-01-08 16:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.22,3.24,0
2019-01-08 17:10:00+00:00,0.0,0.0,0.0,0.0,0.0,-0.12,2.14,0
2019-01-08 18:10:00+00:00,0.0,0.0,0.0,0.0,0.0,-0.31,1.1,0
2019-01-08 19:10:00+00:00,0.0,0.0,0.0,0.0,0.0,-1.46,1.45,0
2019-01-08 20:10:00+00:00,0.0,0.0,0.0,0.0,0.0,-1.69,1.66,0
2019-01-08 21:10:00+00:00,0.0,0.0,0.0,0.0,0.0,-1.86,2.07,0
2019-01-08 22:10:00+00:00,0.0,0.0,0.0,0.0,0.0,-1.18,2.69,0
2019-01-08 23:10:00+00:00,0.0,0.0,0.0,0.0,0.0,-0.42,3.52,0
2019-01-09 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.2,4.41,0
2019-01-09 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.68,5.31,0
2019-01-09 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.82,6.0,0
2019-01-09 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,0.91,6.62,0
2019-01-09 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,1.01,6.76,0
2019-01-09 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,1.14,6.76,0
2019-01-09 06:10:00+00:00,91610.0,71.78,49.14,0.75,5.78,1.29,6.76,0
2019-01-09 07:10:00+00:00,87330.0,18.52,93.81,1.41,14.23,2.13,7.03,0
2019-01-09 08:10:00+00:00,147690.0,27.98,149.63,2.26,20.94,3.05,7.45,0
2019-01-09 09:10:00+00:00,163120.0,20.72,174.22,2.6,25.32,3.91,7.72,0
2019-01-09 10:10:00+00:00,526520.0,355.67,234.51,5.1,26.88,4.64,7.79,0
2019-01-09 11:10:00+00:00,625640.0,527.06,178.11,5.44,25.4,5.27,7.52,0
2019-01-09 12:10:00+00:00,235740.0,95.74,178.5,2.93,21.07,5.8,7.24,0
2019-01-09 13:10:00+00:00,229460.0,140.48,128.51,2.26,14.41,6.04,6.97,0
2019-01-09 14:10:00+00:00,9840.0,0.0,22.38,0.32,6.0,5.93,6.55,0
2019-01-09 15:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.4,6.28,0
2019-01-09 16:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.04,6.07,0
2019-01-09 17:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.95,6.0,0
2019-01-09 18:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.85,6.28,0
2019-01-09 19:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.0,5.31,0
2019-01-09 20:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.86,6.28,0
2019-01-09 21:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.87,6.76,0
2019-01-09 22:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.96,6.0,0
2019-01-09 23:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.65,5.17,0
2019-01-10 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.37,4.97,0
2019-01-10 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.68,5.24,0
2019-01-10 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.21,5.31,0
2019-01-10 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.65,6.21,0
2019-01-10 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.26,6.76,0
2019-01-10 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.55,7.1,0
2019-01-10 06:10:00+00:00,400.0,0.0,6.53,0.09,5.83,6.93,7.45,0
2019-01-10 07:10:00+00:00,95830.0,25.35,98.93,1.5,14.3,7.73,8.21,0
2019-01-10 08:10:00+00:00,73290.0,0.0,99.79,1.43,21.03,9.22,8.48,0
2019-01-10 09:10:00+00:00,37800.0,0.0,58.75,0.84,25.45,10.12,7.31,0
2019-01-10 10:10:00+00:00,42330.0,0.0,64.35,0.92,27.02,10.71,7.17,0
2019-01-10 11:10:00+00:00,32980.0,0.0,53.16,0.76,25.56,11.35,7.1,0
2019-01-10 12:10:00+00:00,76740.0,1.98,102.84,1.49,21.24,11.91,7.79,0
2019-01-10 13:10:00+00:00,103370.0,31.99,103.0,1.58,14.58,12.18,8.83,0
2019-01-10 14:10:00+00:00,10140.0,0.0,23.31,0.33,6.17,12.09,8.97,0
2019-01-10 15:10:00+00:00,0.0,0.0,0.0,0.0,0.0,11.82,8.62,0
2019-01-10 16:10:00+00:00,0.0,0.0,0.0,0.0,0.0,11.56,8.28,0
2019-01-10 17:10:00+00:00,0.0,0.0,0.0,0.0,0.0,11.33,8.34,0
2019-01-10 18:10:00+00:00,0.0,0.0,0.0,0.0,0.0,11.18,8.69,0
2019-01-10 19:10:00+00:00,0.0,0.0,0.0,0.0,0.0,10.99,7.72,0
2019-01-10 20:10:00+00:00,0.0,0.0,0.0,0.0,0.0,10.81,7.93,0
2019-01-10 21:10:00+00:00,0.0,0.0,0.0,0.0,0.0,10.83,8.07,0
2019-01-10 22:10:00+00:00,0.0,0.0,0.0,0.0,0.0,10.71,8.21,0
2019-01-10 23:10:00+00:00,0.0,0.0,0.0,0.0,0.0,10.63,8.55,0
2019-01-11 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,10.62,8.76,0
2019-01-11 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,10.53,8.76,0
2019-01-11 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,10.52,8.69,0
2019-01-11 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,10.48,8.76,0
2019-01-11 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,10.43,8.55,0
2019-01-11 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,10.2,8.14,0
2019-01-11 06:10:00+00:00,13790.0,3.7,24.77,0.36,5.88,9.87,7.72,0
2019-01-11 07:10:00+00:00,14280.0,0.0,28.91,0.42,14.38,9.64,6.83,0
2019-01-11 08:10:00+00:00,30200.0,0.0,49.43,0.71,21.14,9.78,6.69,0
2019-01-11 09:10:00+00:00,43300.0,0.0,65.28,0.94,25.57,9.81,6.48,0
2019-01-11 10:10:00+00:00,51210.0,0.0,74.61,1.07,27.18,9.7,5.93,0
2019-01-11 11:10:00+00:00,32490.0,0.0,52.22,0.75,25.73,9.51,4.69,0
2019-01-11 12:10:00+00:00,40240.0,0.0,61.55,0.88,21.42,9.15,3.52,0
2019-01-11 13:10:00+00:00,26570.0,0.0,44.76,0.64,14.76,8.48,2.07,0
2019-01-11 14:10:00+00:00,16610.0,3.53,28.5,0.42,6.34,7.67,2.34,0
2019-01-11 15:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.68,3.79,0
2019-01-11 16:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.07,3.66,0
2019-01-11 17:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.91,2.97,0
2019-01-11 18:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.98,3.03,0
2019-01-11 19:10:00+00:00,0.0,0.0,0.0,0.0,0.0,6.21,2.55,0
2019-01-11 20:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.94,3.93,0
2019-01-11 21:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.61,4.69,0
2019-01-11 22:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.3,5.24,0
2019-01-11 23:10:00+00:00,0.0,0.0,0.0,0.0,0.0,5.06,5.45,0
2019-01-12 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.89,5.59,0
2019-01-12 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.76,5.72,0
2019-01-12 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.54,5.86,0
2019-01-12 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.37,5.72,0
2019-01-12 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.28,5.59,0
2019-01-12 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,4.17,5.79,0
2019-01-12 06:10:00+00:00,4370.0,0.0,13.99,0.2,5.94,4.13,5.72,0
2019-01-12 07:10:00+00:00,27930.0,0.0,45.7,0.66,14.46,4.51,5.38,0
2019-01-12 08:10:00+00:00,65650.0,0.0,89.53,1.29,21.25,4.56,5.31,0
2019-01-12 09:10:00+00:00,60720.0,0.0,83.93,1.21,25.71,4.49,5.38,0
2019-01-12 10:10:00+00:00,84160.0,0.0,110.04,1.58,27.34,4.27,5.52,0
2019-01-12 11:10:00+00:00,95210.0,0.0,122.17,1.76,25.9,4.13,5.52,0
2019-01-12 12:10:00+00:00,54290.0,0.0,76.47,1.1,21.6,3.98,5.52,0
2019-01-12 13:10:00+00:00,154740.0,67.47,118.71,1.92,14.94,3.72,5.66,0
2019-01-12 14:10:00+00:00,17670.0,3.45,29.42,0.43,6.52,3.46,6.14,0
2019-01-12 15:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.27,6.07,0
2019-01-12 16:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.24,5.93,0
2019-01-12 17:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.27,5.59,0
2019-01-12 18:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.32,5.31,0
2019-01-12 19:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.24,6.07,0
2019-01-12 20:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.29,6.0,0
2019-01-12 21:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.37,6.0,0
2019-01-12 22:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.46,5.93,0
2019-01-12 23:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.42,5.86,0
2019-01-13 00:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.51,5.86,0
2019-01-13 01:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.48,5.72,0
2019-01-13 02:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.33,5.66,0
2019-01-13 03:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.2,5.17,0
2019-01-13 04:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.13,4.69,0
2019-01-13 05:10:00+00:00,0.0,0.0,0.0,0.0,0.0,3.05,4.48,0
